N0	N1	N2	X	N3	N4	N5	N6	N7	N8	N9	N10	N11	Class
0.952	21.61087379	3.2	72.0	4	2.19242817	2.551	3.662708667	0.9	2.308	4.208592729	4.62	4.807133946	0.2291617622
0.270	27.36526688	3.5	65.3	45	3.397289751	9.934	2.039483825	2.0	3.420	4.266136762	0.54	0.482993685	0.6146772537
0.103	36.62246364	4.4	90.6	150	1.619542598	6.131	0.573408112	0.6	1.725	3.557774339	2.34	0.060950839	0.5165726696
0.455	25.757606	1.1	29.4	148	3.429115216	1.244	3.638073339	3.9	0.182	3.664596938	3.53	4.383967744	-0.8815381574
0.503	22.86572127	2.8	17.6	120	4.887193689	8.352	3.642638062	4.8	0.913	2.578430856	1.92	3.764278055	-0.9586608497
0.873	27.18220631	2.4	26.8	125	1.46932851	6.349	3.311563247	0.0	4.502	1.00303775	2.67	3.690280904	0.9965373342
0.241	42.61687069	1.9	62.9	22	4.397566506	1.407	1.643910882	4.2	4.520	1.014919311	4.56	0.782217495	0.0673657646
0.391	4.309560269	4.9	27.2	110	0.745837514	7.106	3.283318275	4.7	1.379	3.153133709	0.01	2.397047434	0.8746257574
0.995	46.13958064	4.2	48.4	79	3.888087138	3.419	3.847189174	2.5	3.822	3.732393395	3.19	2.407957621	-0.9455296604
0.018	34.18930069	0.0	21.8	51	0.781221676	8.950	4.015616153	4.9	0.957	1.921725055	1.89	1.859336213	0.2346747558
0.802	18.53987335	3.0	73.6	174	0.76640434	6.168	3.917579636	4.2	1.006	2.996752497	2.91	3.963246677	-0.9640555421
0.109	18.66506911	4.7	88.5	99	0.338565288	9.146	4.765120891	0.8	1.308	3.32412222	1.48	0.349872902	0.4691143090
0.846	23.39864397	0.9	20.4	32	4.90863213	7.566	0.992187767	0.6	0.408	0.304744813	2.69	4.743213413	0.9993028013
0.888	31.15269525	2.8	96.0	143	4.078152251	5.158	4.693202297	2.1	0.169	3.122791297	0.52	1.002218366	0.9827226327
0.031	19.01877864	1.8	2.4	177	4.771018314	4.843	3.459085884	4.7	4.423	4.813796432	1.37	4.63663375	0.6804286846
0.999	8.592977231	1.8	6.6	68	0.800193464	9.561	2.83850801	1.7	4.637	4.571477938	3.52	3.715292997	0.3255071856
0.349	12.01042333	3.4	34.1	107	2.99421456	1.953	4.739215542	2.5	4.011	3.762476868	0.48	3.962824444	0.4737679081
0.866	39.58704582	2.9	70.0	76	2.283098615	0.311	2.764748195	0.4	0.348	3.390622798	1.31	3.351784603	0.7956172388
0.842	37.44829096	0.4	32.3	81	2.020559718	1.785	3.348531759	2.2	0.218	3.63297106	4.31	4.730208449	0.7947428129
0.959	26.26456164	4.3	87.3	132	1.136691665	9.963	3.528682241	3.3	2.684	1.934990462	2.38	3.741937184	-0.6330093366
0.885	23.16621327	1.8	88.0	53	2.556927561	1.678	2.843503187	1.2	2.275	3.804422561	2.71	1.441470496	0.0788511067
0.465	27.51106174	2.9	13.7	63	1.571065445	7.718	0.72543734	4.8	4.904	2.826897467	2.09	0.375753398	0.9075352358
0.997	15.09934396	0.4	84.2	23	3.225370637	1.802	0.329226951	0.6	1.858	4.213263303	1.74	0.77794855	0.5738744262
0.204	49.44789714	0.2	11.3	118	4.475977637	0.950	1.664259476	4.1	0.860	1.665333126	1.46	4.543594588	-0.9539405673
0.918	29.21988934	3.2	92.9	174	1.786581012	9.246	2.741575063	0.6	4.408	3.811178871	4.47	1.707731031	-0.9838429892
0.149	29.54135542	0.5	13.1	76	4.371953255	1.977	1.031338453	4.5	1.113	1.72048324	2.85	1.321671169	0.5237410041
0.727	41.06443834	1.2	55.9	83	3.128460326	6.322	4.57200889	1.1	3.507	2.436713642	1.32	1.373419839	-0.6190231758
0.400	2.194132006	5.0	50.0	38	1.990222562	6.098	3.716081559	3.8	1.146	3.816892655	4.20	0.521274452	-0.3025260642
0.307	4.12309773	0.5	46.5	122	0.347041842	0.474	4.954528514	1.4	0.006	0.18746745	2.34	4.699889621	0.6078240369
0.327	20.89666576	2.4	90.3	121	3.017007812	7.386	0.574561263	1.5	4.541	2.921731065	0.02	0.570480007	0.7258235546
0.089	22.74031216	2.1	47.1	84	1.517149077	8.398	0.405533434	2.3	1.023	0.668779023	1.13	4.761343624	0.0136568317
0.282	4.841816717	2.2	31.6	173	3.34294474	5.624	3.118496471	4.0	0.518	3.611490717	2.74	1.869301693	0.1878541456
0.116	22.05818812	4.6	73.8	184	0.632743994	4.430	1.062959093	2.9	1.926	4.348043583	1.24	4.421497675	-0.9998745152
0.674	26.03614335	2.6	17.7	10	0.380328433	8.988	3.271664226	3.9	3.031	2.677794315	3.51	2.899713829	-0.8998895435
0.037	17.40405864	3.3	68.6	156	0.947195786	4.469	4.245082099	2.5	1.782	4.935399359	2.81	3.9055154	-0.4716313270
0.059	35.19127656	0.4	62.2	72	4.396541612	3.229	4.220630182	2.6	0.395	2.487644056	1.79	0.603762999	-0.5926792095
0.162	27.67306566	4.7	93.5	172	1.642740014	9.913	4.358187796	1.1	1.604	1.390056153	3.69	2.020068343	-0.6650367283
0.530	34.81680575	0.4	16.9	157	0.890046866	7.445	2.326203798	3.7	0.806	2.720156243	0.19	3.790697977	-0.9150561434
0.944	48.12602405	3.1	17.6	101	1.325834107	5.708	3.29629503	0.7	2.699	0.511240297	1.06	3.534508914	-0.9370248685
0.523	43.17089152	0.3	33.3	132	1.111970872	3.769	4.876599779	1.1	3.826	1.838920743	0.46	2.544160798	0.9487384625
0.760	43.07234911	3.9	78.6	17	4.532343795	0.931	1.351262038	4.2	2.730	1.507077253	4.37	4.93237568	-0.0711224249
0.446	45.99924887	4.8	52.2	17	1.589313194	8.151	1.662905051	0.7	1.794	3.183699417	4.13	0.317170204	0.9360556961
0.497	44.55090129	1.8	23.9	80	0.620698715	4.912	1.020329724	2.3	4.150	1.164615964	4.96	0.356795126	-0.9530119142
0.557	20.09993703	1.7	72.6	55	0.808020025	6.668	3.700723055	3.1	4.366	1.602964363	0.36	1.918246919	-0.3029709795
0.481	9.942367294	2.4	72.8	107	0.782690031	2.069	0.737617656	2.1	2.293	3.088534089	0.96	3.688137066	-0.5282248841
0.430	38.15094495	3.9	77.2	126	4.588485809	3.477	4.120842736	3.5	3.555	4.546045738	2.94	0.750381938	0.9769288113
0.899	3.373922819	0.3	23.9	131	4.784454205	8.841	2.687267072	1.9	4.919	0.110306911	3.88	4.562029197	-0.9574169931
0.649	2.077926478	1.3	92.7	36	4.953402445	4.580	2.46164583	4.5	4.708	4.629258585	1.09	2.867717423	-0.9997589914
0.017	48.90484945	4.7	96.1	172	2.121902733	0.898	3.100269262	0.5	4.718	4.882355562	0.52	0.819589799	0.9552922090
0.821	29.26198336	1.2	63.6	71	0.507849297	0.147	3.653311768	4.8	4.045	4.23791808	2.35	4.322601967	0.7119388578
0.009	46.90316052	0.8	43.5	177	3.375361096	3.391	0.907431434	1.0	3.771	4.603845928	0.16	1.612797109	-0.4724708607
0.512	27.33709487	3.6	21.9	155	2.529560775	2.944	3.485638913	0.6	4.459	3.117700069	2.64	2.775360194	0.1352514769
0.313	14.73782988	4.0	53.3	36	0.20420684	6.083	3.005830934	3.2	4.262	4.94216831	2.79	3.042065901	0.1426103103
0.200	5.271925692	1.7	87.9	50	0.274804247	7.584	3.136535871	0.4	0.861	4.121165662	2.07	2.895128086	-0.0288440429
0.318	28.5646557	1.9	74.3	82	1.185877597	0.157	1.048440682	1.1	1.561	4.752322075	4.92	4.394559183	-0.9012737193
0.811	5.970684002	3.5	9.9	153	4.124360998	9.650	0.77121943	4.7	0.542	4.428498278	4.49	2.375792768	-0.4915007057
0.988	13.28489391	0.8	86.4	178	1.216247036	9.041	2.796960701	0.8	0.333	1.721508281	2.56	3.442323605	-0.9999831766
0.118	38.87551976	1.7	89.0	115	3.173058563	1.367	3.842274387	2.9	1.338	2.575187103	4.02	4.578248971	0.8430217481
0.897	11.89914478	3.8	41.7	189	0.552441921	2.968	2.68724828	4.9	0.721	1.266220087	2.53	4.289175538	-0.7533825032
0.566	32.02300353	3.7	16.2	106	3.97485888	5.038	1.636544819	3.1	4.873	1.513993915	2.09	4.578286011	-0.4349040309
0.309	38.17140367	1.9	16.2	102	1.644601497	4.126	3.993551244	1.9	3.014	2.930701153	3.42	2.916727375	-0.5067061486
0.805	19.63751753	3.5	94.6	155	4.842986808	8.933	2.617594758	4.7	0.826	3.451273238	4.37	2.551501627	0.3096592535
0.581	38.87829781	1.0	49.9	30	0.342887667	3.173	1.710384332	1.1	3.633	1.557461624	1.24	0.449334688	-0.3105273532
0.183	14.42102541	0.5	24.2	65	3.091238856	8.476	1.536678882	2.2	0.687	3.28485719	2.97	1.234252555	-0.7866440836
0.232	49.35505433	3.9	97.2	141	4.575379578	4.819	2.490985329	1.7	1.634	1.881757826	4.95	3.010019422	0.1799678481
0.790	33.48631654	4.4	22.5	11	2.303522969	6.080	4.601909094	2.5	0.718	0.594649438	4.52	3.274103138	-0.4450808488
0.930	21.4145548	1.5	63.7	180	0.807865659	3.652	1.704953471	3.0	3.072	1.645847573	0.07	4.03075094	0.7769624426
0.141	29.5497234	4.6	73.6	12	0.921669871	6.418	1.040868309	4.7	0.058	0.144762152	4.85	1.207163814	-0.9686383736
0.893	47.88958499	3.2	7.9	106	4.220854434	7.638	4.611904121	4.3	3.990	3.084526358	2.60	4.23607858	0.9993438544
0.147	27.21925965	4.3	7.8	50	1.705511081	7.610	1.434658309	4.7	1.428	0.001454268	3.80	4.290443874	0.9988976796
0.178	30.76546853	3.8	17.9	173	0.375478895	3.605	4.409585182	2.6	4.875	4.211454791	1.35	4.550549784	-0.8353001385
0.414	4.604831748	4.2	79.2	69	2.01830742	4.146	0.143612191	4.0	0.437	0.688360669	0.63	4.043767969	-0.6244072014
0.155	13.03749299	3.3	72.0	61	4.872062792	2.725	1.935904807	1.2	2.555	2.575080818	1.45	1.494112573	0.2133880350
0.875	25.03813663	1.6	14.0	175	1.207380656	0.151	3.872087711	3.1	4.676	1.0003322	0.12	4.722041445	0.9941179605
0.401	11.54472601	2.8	25.8	156	1.474620184	8.120	1.251788274	0.1	1.892	2.588969302	0.95	4.629525202	0.6478137228
0.096	38.62695307	0.7	77.7	112	4.191092127	3.439	1.05254728	4.2	4.375	2.55846951	1.37	2.737648797	0.7193543630
0.570	33.78377624	3.3	7.2	169	3.635757885	8.470	4.094480458	2.8	2.992	4.996285756	1.09	1.516806258	0.8098613668
0.550	20.14791379	4.0	8.7	133	4.611779331	5.460	3.414752734	4.9	0.159	3.448280118	2.40	2.72422367	0.6841952717
0.293	23.44666695	4.3	13.5	58	0.098160365	2.336	2.5100217	4.4	3.512	0.868215356	2.39	4.07315754	0.7913503094
0.293	8.398724516	4.8	89.2	143	3.569592465	9.189	2.809985585	2.5	4.937	4.617172835	1.28	0.88791894	0.9508653594
0.792	10.84525583	0.1	16.9	27	0.734434334	9.672	4.907400867	2.3	0.745	0.075859991	1.30	2.105054326	-0.9400010583
0.289	26.67184494	2.2	36.5	39	2.489998888	9.204	1.823193122	2.1	2.383	0.995921925	3.70	1.611934937	-0.9237341638
0.338	23.34801058	2.8	43.1	42	3.601945133	0.008	1.701802328	3.7	4.935	3.540790558	4.59	0.796669066	-0.7494411483
0.390	43.0136188	5.0	0.7	86	2.506856259	0.205	4.867808396	3.4	2.453	0.477055382	4.62	3.234117787	0.6628089934
0.807	49.30593424	0.1	84.4	18	1.862818703	8.366	0.320061316	1.0	4.703	3.777594681	0.06	2.534246293	0.4383025893
0.444	32.1752728	4.1	51.3	85	1.225004683	0.816	4.435787995	0.3	0.069	3.447021531	4.44	2.336383248	0.8509071377
0.343	7.880529099	4.3	50.2	177	3.967906469	0.114	4.902155616	0.1	2.360	4.613079357	3.71	3.173203266	-0.0358632964
0.192	20.53986987	0.1	88.9	116	4.433889359	2.009	4.290769239	2.8	4.271	0.404049552	1.98	3.843671059	0.7803287319
0.113	46.95986335	1.5	69.4	177	4.672279347	8.161	0.132048244	4.1	2.267	4.783609372	2.79	3.458324712	0.3178208093
0.987	47.61847147	1.7	67.1	138	2.370668804	5.997	1.913163188	2.9	1.710	1.060269102	3.58	0.076704835	-0.8882326296
0.075	42.25042069	0.9	67.1	78	1.444095214	1.328	0.824409197	3.6	3.752	0.975413703	1.49	3.224637023	-0.9138470941
0.923	26.13296356	1.0	86.2	54	2.174870967	5.828	0.336939282	1.9	3.152	4.868283196	1.04	3.363036777	-0.9872231896
0.844	37.99775491	0.5	76.6	137	3.02887135	7.485	2.354725877	2.5	1.843	0.470645965	3.48	2.367673717	0.9136695620
0.884	27.7017322	1.9	64.5	161	4.023521801	1.869	2.354695539	4.9	4.204	4.716408113	3.57	2.746042412	0.9973722475
0.265	13.01020039	0.9	29.2	41	1.08674421	1.751	1.433000264	2.8	0.455	0.304657882	1.05	4.127059152	-0.7961524851
0.241	10.05444966	1.6	2.2	177	4.354122289	2.991	3.289182881	2.6	1.035	1.491585626	4.12	0.731986551	0.8158980852
0.600	5.861466598	4.4	32.0	46	0.117856619	4.410	4.58838883	3.0	0.922	1.848563162	4.62	4.957007352	0.5455208985
0.619	1.531537472	2.3	28.6	35	0.48536662	1.588	1.525043718	0.7	1.478	0.16142528	2.50	1.499631589	-0.2861080514
0.102	41.00235666	0.3	36.3	25	0.513149829	0.869	2.552195246	0.9	4.028	0.608508739	4.09	2.065451428	-0.9808118742
0.865	33.47683156	4.1	39.5	54	0.077579195	0.478	2.112609592	4.0	0.058	2.900245899	0.35	2.916382778	0.9641538072
0.215	20.31504773	2.7	86.7	145	3.674289336	4.341	3.19422182	0.4	3.967	0.562339719	3.54	2.868606688	-0.9574267543
0.339	32.77249818	1.4	51.0	68	0.642037478	3.099	0.508797037	3.9	2.838	0.422910768	3.66	1.160286662	0.6936925658
0.639	22.67569094	0.7	54.3	23	0.666778317	4.855	0.752020529	3.6	2.799	1.030744304	2.15	2.76527038	-0.7810897479
0.758	1.976590343	2.8	51.8	144	0.227498054	0.202	4.454772599	2.1	2.715	4.634326968	4.42	3.579810346	0.9999777445
0.679	46.05938133	3.6	89.9	137	0.26662487	0.079	3.139054975	0.5	4.476	1.490092478	1.79	4.007949213	0.9280142619
0.035	29.6461384	3.4	5.8	81	1.425698316	4.065	0.641603297	3.6	0.664	1.413406474	2.43	4.973921423	-0.4809373891
0.517	10.48031522	1.7	65.9	26	4.008100866	5.062	0.060914851	1.6	2.199	2.072832359	2.56	4.713607217	0.0539230078
0.659	27.85645777	4.7	93.5	44	1.650345067	3.868	3.725500076	1.6	4.506	4.420288034	1.40	2.182208003	-0.7009420847
0.221	2.803923754	3.3	77.8	117	1.529586052	0.303	3.829232104	3.2	2.712	1.017537608	3.86	0.833406851	0.6476458594
0.753	17.67484364	3.1	95.6	121	0.527042492	8.025	0.429473483	4.0	4.043	4.754771736	1.04	0.00939169	0.9842091811
0.723	30.17312228	0.3	31.6	107	0.414015296	2.872	4.636846652	4.3	3.551	2.069580141	2.97	1.414555062	0.2254787755
0.090	40.78634037	3.9	28.8	3	3.216729646	9.490	4.218999275	1.8	2.971	3.510329988	2.47	3.690176629	-0.4951365675
0.933	32.4997744	2.8	19.3	152	1.350416985	0.568	0.200125979	1.4	3.272	3.379529536	3.14	4.007611044	0.4438547914
0.615	27.97000965	3.9	81.3	168	2.275130368	9.160	3.485715108	2.5	4.301	2.515413038	4.85	0.41790721	-0.3605725610
0.532	7.93095314	4.3	74.3	54	2.861720068	1.437	3.650131481	2.7	3.198	0.302027109	3.83	2.318313156	-0.9041816889
0.160	36.41354708	2.1	61.4	128	1.727847258	5.119	2.877108164	0.9	2.262	0.758399318	2.72	2.93300352	-0.9843051077
0.830	47.39104037	2.1	40.8	0	3.560536336	6.560	0.731028481	1.7	3.610	1.604014382	2.44	3.559935743	0.0642354306
0.897	13.98442539	4.7	26.4	76	1.273361622	0.292	3.113115872	1.9	3.208	1.322612995	1.77	1.313496067	0.9457354048
0.356	33.24891914	2.2	27.1	101	0.935959134	5.444	3.270155425	2.7	0.099	1.174184983	2.37	2.350016263	0.9286098522
0.829	36.71404161	4.5	16.9	152	1.536500778	6.897	1.43415922	4.3	1.550	0.64575634	0.90	0.720127287	-0.9096208826
0.981	42.63089064	1.2	20.1	176	3.240967168	6.589	4.6161088	3.7	4.870	3.206558088	0.61	1.27463214	0.9549888060
0.404	45.10236255	0.2	11.4	4	1.772849418	3.864	0.875724731	4.8	3.701	4.930831454	2.58	0.928399984	-0.9224292847
0.173	38.03168403	3.3	51.8	58	0.325743159	6.114	1.135535272	2.2	3.052	3.548094571	0.44	0.427032785	0.9975177739
0.168	22.62501894	0.3	26.1	17	0.143174064	3.471	4.209842009	2.5	4.501	0.183737745	0.19	4.76462902	0.7945070313
0.298	42.89793553	0.2	79.7	171	0.561646494	9.532	1.898402154	4.3	3.534	4.326285228	4.42	3.464673108	-0.9283099595
0.790	2.78864105	3.3	44.4	31	4.068485861	1.173	3.92693272	2.6	1.301	0.688680798	1.42	3.934595934	0.4054279181
0.528	41.13419848	4.1	55.5	108	1.778471128	8.442	3.550529263	1.3	4.229	3.781880149	1.47	1.048242283	-0.8772789826
0.739	5.399106361	3.9	75.3	36	2.719990158	7.471	4.596130153	4.3	2.092	2.191552247	4.85	1.121435933	-0.0589668475
0.330	33.45354371	4.3	11.3	7	4.95813145	9.755	1.793318849	2.6	1.781	2.580478091	2.09	1.550394748	-0.9473208687
0.226	1.545977238	0.5	3.5	191	4.867231279	8.963	3.952000391	0.3	2.790	2.17141294	0.50	1.074603417	-0.3099340443
0.054	17.68652162	1.3	67.9	59	3.548197902	6.820	2.223836114	2.5	2.788	1.171322455	0.38	0.844149487	-0.9424180425
0.530	20.12826792	1.3	17.8	150	2.334852935	1.698	1.57655511	4.0	1.867	3.889713049	3.44	0.383266712	-0.8486168826
0.994	24.90561952	0.8	12.3	50	4.533735081	1.708	0.432022002	3.9	4.225	3.469380101	4.06	0.041403887	-0.2893848857
0.811	47.44359791	3.7	94.2	144	4.735114329	3.274	1.02403697	3.6	0.274	0.274596446	0.39	3.260156179	-0.0350743480
0.405	44.92431405	4.7	64.5	84	1.363657439	4.217	3.342721939	2.7	3.546	3.604344535	4.22	3.045135583	0.9965671577
0.354	6.280597111	2.6	50.8	197	3.971244791	3.694	4.857759778	3.5	0.912	4.032422356	4.16	0.502546122	0.4962115784
0.867	41.43855652	1.5	72.3	110	0.846345159	1.794	0.765516183	1.8	3.090	3.639753234	4.78	0.244009255	-0.0826261565
0.110	48.18881089	0.4	38.3	186	2.78857814	5.351	2.908714008	4.5	4.589	1.878808459	4.32	3.025589483	0.6021108818
0.337	23.05857037	2.9	6.4	189	0.20138942	5.852	0.504857732	4.8	2.444	0.047689156	4.33	1.93552583	0.1037581977
0.260	38.16644395	3.6	42.2	88	3.177798941	3.969	4.631023663	4.1	0.945	2.78506061	4.63	3.69925133	-0.9681794182
0.502	11.7327936	3.8	57.2	46	4.794955319	7.337	4.023992277	4.3	2.244	4.955573215	1.91	4.167532817	0.6303058890
0.614	14.24957568	4.5	54.3	115	3.002582339	3.909	3.925701712	1.2	4.168	0.712599423	4.12	2.35879835	-0.7855289866
0.499	6.869006883	4.2	11.0	23	3.957137011	7.456	1.675954661	4.0	0.093	2.849118965	3.67	1.988086798	-0.9985747607
0.985	12.18112753	0.6	82.6	108	1.065128014	5.180	0.707444658	2.1	1.458	4.320930855	4.49	0.281812889	0.8017030421
0.844	49.20456895	0.4	23.7	23	0.978300864	2.352	0.38201544	1.9	4.454	2.655778241	3.82	3.936919218	-0.9918010933
0.800	26.83063446	1.9	88.4	140	4.276176059	2.356	4.430775901	1.9	3.249	3.689806472	3.12	0.235613646	0.4361105905
0.707	8.578305238	2.9	19.3	148	1.179128128	1.560	1.679422823	0.9	3.549	0.304932126	4.17	1.322183179	0.4100537363
0.836	47.81106373	0.7	78.2	109	0.628252865	9.723	2.046562981	2.4	1.131	3.795345684	0.35	2.286197292	0.2923020422
0.543	38.86381071	4.2	93.2	26	2.257109091	1.778	0.565113374	0.2	1.303	4.277065138	2.19	1.334128036	-0.8609212588
0.395	39.28185191	1.8	75.3	67	4.425336037	6.233	3.02276217	1.7	3.176	2.495872035	4.48	2.199529799	-0.0673707226
0.922	14.65736777	4.7	2.4	54	1.801580175	9.649	3.62594201	4.9	2.421	1.392524415	4.12	4.005163102	0.6713680510
0.169	20.21348578	2.4	33.3	179	1.806183969	9.423	4.937644468	0.7	1.996	0.202985611	0.95	4.163238152	0.9521078287
0.001	8.045112591	4.5	67.8	93	0.729231996	5.016	1.674699901	4.5	2.512	1.095356539	3.66	1.906311006	-0.9587172875
0.637	34.85241063	1.5	42.6	69	0.25111431	4.786	3.867993919	3.4	3.502	4.354985919	2.40	2.182474864	-0.9835070227
0.485	8.271449592	4.4	80.5	183	0.626738281	1.273	4.656102949	4.9	4.127	1.926601842	4.47	1.011368886	-0.9418790193
0.295	33.46476656	2.1	92.6	165	3.051707021	2.420	2.900026117	1.0	4.320	3.961033191	0.61	0.670758127	-0.9946928880
0.475	14.46504185	1.6	11.2	23	4.052776302	8.336	0.462667764	4.6	4.500	1.19287542	3.67	2.963989267	-0.9795137344
0.855	12.71136066	0.6	30.2	190	2.318409565	3.222	3.471174827	2.1	2.466	0.759801886	4.19	2.020823171	-0.9535882660
0.950	22.67018876	3.7	43.1	123	4.557318589	9.926	0.906765412	3.3	1.545	2.324763146	0.30	4.661416244	-0.7966336481
0.729	23.52241692	1.0	36.9	138	1.527817224	1.443	4.735015286	4.1	3.543	2.091309708	2.61	3.082624841	-0.6890332229
0.088	9.899898151	0.6	66.2	39	0.272066071	8.505	2.977317905	1.9	4.419	4.0986798	4.29	2.986717026	-0.2283220001
0.172	18.72304975	0.1	56.5	4	0.794336564	6.243	4.914297983	3.6	4.773	3.778155633	1.22	0.583553105	-0.0709930646
0.016	35.58701725	4.2	10.1	9	3.22510495	6.307	4.479798561	3.5	4.876	2.046235111	2.79	0.803959019	-0.6290049038
0.828	39.02502149	4.0	36.7	170	2.070708692	0.517	1.787811993	2.1	1.476	0.34179186	4.15	1.978853454	-0.8508007304
0.553	3.520744171	1.2	71.7	169	1.825695386	6.525	2.761264988	3.3	1.709	4.517346823	0.25	1.646699537	0.5196203153
0.629	39.78236485	3.5	99.6	52	2.924205133	3.055	0.749675879	3.7	4.477	0.626700109	3.52	0.405331699	-0.8027507780
0.505	18.08740113	3.9	26.7	11	4.434157779	6.058	4.637739015	3.6	3.963	0.248726875	3.27	1.307956935	0.9995909337
0.201	31.7827142	3.2	55.9	57	3.328907084	3.448	4.45815881	2.8	3.998	0.007357189	4.04	1.687197161	-0.5676047973
0.400	37.18079693	1.7	82.2	82	3.282825555	3.434	1.772443715	2.4	4.784	0.563350785	2.31	3.040394416	0.5142783520
0.433	12.86907776	2.0	98.1	32	2.317221436	5.108	4.893058709	2.1	0.236	1.935542979	2.20	3.261946197	-0.6678606027
0.218	37.50552126	3.8	18.3	35	0.372191258	7.315	4.150177444	2.8	3.223	0.576789313	0.64	1.678070891	-0.5511508566
0.090	10.43289011	2.4	69.2	76	4.506163191	1.850	0.912034071	1.8	1.582	4.213116803	0.66	0.235189324	0.0543981071
0.015	37.84056143	1.4	19.2	61	1.379877562	8.895	4.338694259	2.6	4.687	0.337266938	1.41	1.333088841	0.3424254076
0.062	28.12566627	0.8	54.5	6	2.502570927	2.137	3.469716129	2.8	0.468	0.334734595	1.91	1.558821168	-0.8914949082
0.069	12.43939245	4.4	8.2	71	0.29127781	6.102	4.194377955	0.7	1.776	4.641504822	2.58	1.55660985	0.9406615502
0.382	8.046383657	3.6	10.6	45	4.987180246	8.462	0.468329844	0.2	2.695	0.376849087	0.32	3.747466699	-0.9044723084
0.449	24.16205693	0.8	88.3	11	1.731485262	7.446	1.380638727	4.8	1.004	2.593496389	3.02	1.510107867	0.3157001105
0.983	20.27617692	0.4	51.3	88	3.76873963	0.320	1.40540103	2.7	1.230	4.718677302	2.35	1.666934379	0.8667561394
0.870	29.43880194	3.7	9.7	83	1.953467643	2.180	1.90484311	2.1	3.796	4.126762366	1.71	1.935176371	-0.2588085396
0.394	18.0583268	4.1	59.3	150	3.818799964	1.132	0.423915941	0.2	3.384	1.83801281	3.16	0.972784616	0.3815926187
0.951	14.33713058	4.6	41.2	126	0.67769835	4.384	4.49185539	1.9	3.418	0.533408399	1.67	1.982526312	-0.3534231847
0.540	46.91378051	2.7	34.4	91	3.701202067	4.946	4.056177648	0.6	1.440	3.614521397	2.49	1.214215571	0.1654736817
0.131	9.713220179	1.7	72.0	75	0.169478253	3.310	4.200578321	3.8	0.640	2.474353012	3.63	0.572689012	0.2296371626
0.128	24.90161132	3.3	88.7	61	2.183006035	1.774	2.261431651	1.6	0.993	4.398425933	1.30	2.046668021	0.6981787086
0.718	2.692127581	4.7	30.0	153	2.53792249	5.956	2.806413309	1.3	2.109	2.261821708	1.79	4.788389178	-0.9915747750
0.133	2.543936995	3.1	70.2	64	0.679147103	9.725	2.908431872	5.0	1.860	1.178280744	0.74	4.499057202	0.8645200817
0.818	35.91417025	1.8	81.5	11	0.387520527	5.982	2.456401923	3.0	2.246	1.30633109	4.39	0.344283235	-0.2051150294
0.774	46.33660844	3.4	13.3	167	0.943556781	5.564	2.716054528	3.8	0.691	4.338953739	3.83	1.455564717	0.6509775382
0.752	7.687122732	4.8	17.2	90	0.404399257	5.388	3.645465112	3.2	4.658	3.636404557	4.04	3.901374598	-0.9988410340
0.871	1.433335098	1.3	49.9	100	3.031908096	5.968	2.898590382	4.1	2.853	1.717524111	1.57	4.239327885	-0.3391938491
0.597	33.4815003	4.4	97.5	87	3.700132613	3.260	3.576081027	4.0	3.831	4.580131561	1.48	2.26769434	-0.0856134736
0.842	45.76170091	1.4	29.0	175	4.13905459	2.928	4.273087593	3.5	0.715	3.786964224	1.12	0.997928484	-0.6932280116
0.831	39.41386671	4.0	66.6	132	2.435190166	5.855	3.652390224	3.6	1.209	3.321644443	2.84	1.997024435	-0.6002176760
0.252	32.05263104	4.6	49.5	52	4.033948957	8.555	3.063862151	0.9	3.130	2.701707626	0.16	2.276600888	-0.7150325663
0.917	9.212500565	4.6	93.7	199	2.745310875	5.998	2.376502719	4.3	1.663	3.918843545	3.69	2.357499953	-0.5191945002
0.449	28.34143461	0.3	94.2	147	0.405441902	4.284	3.76899544	4.6	0.695	3.958817902	0.39	4.76726915	-0.0725056544
0.541	43.63757075	1.9	63.8	77	0.302568061	1.315	4.687215418	1.2	3.820	4.555090401	0.04	2.944446333	0.8329408535
0.629	4.706382587	3.4	69.8	134	2.581785945	1.830	2.566924755	4.9	3.311	4.190096515	4.49	0.728843625	0.6043985975
0.116	19.32593339	1.0	45.7	169	0.25949877	9.715	3.541861833	0.9	0.114	4.589247727	0.73	4.984688697	0.9894906542
0.271	13.99192992	1.9	19.3	181	1.217602158	3.197	0.005846912	0.1	0.898	1.821485782	1.81	2.945612707	0.4211281697
0.058	26.7100446	1.9	64.8	60	0.897378266	0.117	2.024507644	4.4	0.721	0.223267246	0.12	0.409465028	0.9333026674
0.119	22.21247639	2.3	85.6	29	4.275440543	9.830	0.664819688	0.1	2.696	1.517860005	1.34	2.9830218	-0.7085221180
0.002	19.8205969	3.9	15.1	66	0.318791988	0.217	3.431289824	1.2	2.880	1.051415615	0.60	3.327212121	0.5710554995
0.249	0.41085892	4.4	61.0	14	4.06797586	0.430	1.951002679	2.0	0.536	1.138851919	1.10	0.550096097	-0.9606261820
0.814	24.08641172	4.8	45.7	17	1.400967383	7.353	1.4626835	1.7	4.261	2.803173831	4.05	4.080364893	0.9912152345
0.365	12.80278564	2.8	34.5	56	1.882125328	7.886	4.188332015	0.1	2.795	0.643841545	4.92	0.706697583	0.0722325614
